session_id,user_id,session_start,session_end,session_duration_minutes,features_accessed,analysis_jobs_submitted,pages_viewed,device_type,browser,created_at
4066,891,2025-05-07 07:32:44,2025-05-07 08:09:44,37,F5,0,18,tablet,Edge,2025-11-03 12:53:08.484132
4067,715,2025-05-24 06:04:21,2025-05-24 06:46:21,42,"F4,F5,F1",1,9,mobile,Firefox,2025-11-03 12:53:08.484132
4068,71,2025-08-13 14:24:29,2025-08-13 14:33:29,9,"F5,F3,F1,F2",5,1,tablet,Safari,2025-11-03 12:53:08.484132
4069,632,2025-08-10 14:36:47,2025-08-10 15:27:47,51,"F2,F1",5,2,mobile,Safari,2025-11-03 12:53:08.484132
4070,472,2025-08-10 20:42:58,2025-08-10 21:55:58,73,"F5,F4",2,13,mobile,Chrome,2025-11-03 12:53:08.484132
4071,79,2025-08-19 15:54:23,2025-08-19 16:45:23,51,"F4,F2",2,18,mobile,Edge,2025-11-03 12:53:08.484132
4072,440,2025-08-18 19:36:23,2025-08-18 20:35:23,59,"F4,F3,F5",4,20,mobile,Edge,2025-11-03 12:53:08.484132
4073,744,2025-10-12 17:47:19,2025-10-12 19:16:19,89,"F1,F5,F2",0,17,desktop,Chrome,2025-11-03 12:53:08.484132
4074,631,2025-06-20 07:57:30,2025-06-20 08:04:30,7,"F3,F2",3,1,mobile,Safari,2025-11-03 12:53:08.484132
4075,222,2025-07-17 11:50:19,2025-07-17 13:11:19,81,"F2,F4,F5,F3",2,15,desktop,Firefox,2025-11-03 12:53:08.484132
4076,344,2025-07-01 17:58:32,2025-07-01 19:24:32,86,F3,0,8,desktop,Edge,2025-11-03 12:53:08.484132
4077,246,2025-10-08 17:06:46,2025-10-08 17:48:46,42,F5,1,9,mobile,Firefox,2025-11-03 12:53:08.484132
4078,228,2025-07-03 18:05:43,2025-07-03 19:30:43,85,F3,4,6,mobile,Chrome,2025-11-03 12:53:08.484132
4079,517,2025-06-02 13:23:38,2025-06-02 14:45:38,82,"F4,F5,F2,F3",0,1,tablet,Edge,2025-11-03 12:53:08.484132
4080,448,2025-07-21 00:05:19,2025-07-21 01:35:19,90,F2,5,14,mobile,Safari,2025-11-03 12:53:08.484132
4081,931,2025-07-10 07:52:17,2025-07-10 08:17:17,25,"F5,F3,F4,F2",0,18,tablet,Safari,2025-11-03 12:53:08.484132
4082,250,2025-10-20 19:26:08,2025-10-20 19:40:08,14,F1,3,5,desktop,Edge,2025-11-03 12:53:08.484132
4083,233,2025-10-15 05:10:31,2025-10-15 05:47:31,37,"F1,F3",0,8,mobile,Firefox,2025-11-03 12:53:08.484132
4084,626,2025-10-31 05:46:30,2025-10-31 06:15:30,29,"F4,F1,F2,F5",3,12,mobile,Firefox,2025-11-03 12:53:08.484132
4085,396,2025-05-16 07:23:00,2025-05-16 08:46:00,83,"F3,F2,F1",2,17,mobile,Safari,2025-11-03 12:53:08.484132
4086,631,2025-09-16 13:29:37,2025-09-16 14:03:37,34,F1,1,3,tablet,Firefox,2025-11-03 12:53:08.484132
4087,895,2025-06-15 01:48:18,2025-06-15 02:38:18,50,F2,2,19,desktop,Chrome,2025-11-03 12:53:08.484132
4088,80,2025-07-04 15:03:23,2025-07-04 15:31:23,28,"F4,F1,F3",3,16,mobile,Edge,2025-11-03 12:53:08.484132
4089,936,2025-10-14 07:25:26,2025-10-14 07:59:26,34,F5,2,5,tablet,Chrome,2025-11-03 12:53:08.484132
4090,527,2025-09-05 21:43:12,2025-09-05 22:15:12,32,"F5,F2",1,9,desktop,Safari,2025-11-03 12:53:08.484132
4091,866,2025-07-02 06:44:20,2025-07-02 08:14:20,90,"F3,F2",0,17,tablet,Safari,2025-11-03 12:53:08.484132
4092,453,2025-07-04 15:56:51,2025-07-04 16:13:51,17,F5,3,9,desktop,Chrome,2025-11-03 12:53:08.484132
4093,298,2025-07-07 01:53:18,2025-07-07 02:37:18,44,"F2,F4,F3,F1",5,10,desktop,Chrome,2025-11-03 12:53:08.484132
4094,738,2025-10-05 21:12:55,2025-10-05 22:36:55,84,F5,5,13,tablet,Safari,2025-11-03 12:53:08.484132
4095,577,2025-09-08 16:48:21,2025-09-08 17:15:21,27,"F5,F2,F3",0,3,desktop,Chrome,2025-11-03 12:53:08.484132
4096,525,2025-08-19 06:53:42,2025-08-19 07:07:42,14,"F5,F1,F2",2,1,desktop,Firefox,2025-11-03 12:53:08.484132
4097,524,2025-08-07 00:32:48,2025-08-07 00:39:48,7,"F5,F2,F1,F4",0,1,desktop,Firefox,2025-11-03 12:53:08.484132
4098,811,2025-05-05 22:20:47,2025-05-05 22:28:47,8,"F5,F4",1,9,tablet,Firefox,2025-11-03 12:53:08.484132
4099,487,2025-09-15 05:29:22,2025-09-15 05:57:22,28,F1,5,11,tablet,Firefox,2025-11-03 12:53:08.484132
4100,53,2025-05-11 12:46:59,2025-05-11 12:55:59,9,"F3,F4,F1,F5",0,9,desktop,Firefox,2025-11-03 12:53:08.484132
4101,490,2025-05-12 06:29:56,2025-05-12 07:13:56,44,"F1,F5,F2,F3",1,10,tablet,Safari,2025-11-03 12:53:08.484132
4102,670,2025-08-23 16:56:45,2025-08-23 18:23:45,87,F2,1,20,mobile,Firefox,2025-11-03 12:53:08.484132
4103,389,2025-10-01 15:42:16,2025-10-01 16:14:16,32,"F2,F3",5,13,tablet,Edge,2025-11-03 12:53:08.484132
4104,445,2025-05-14 15:30:26,2025-05-14 16:15:26,45,"F1,F2,F5,F4",3,3,mobile,Edge,2025-11-03 12:53:08.484132
4105,561,2025-10-14 03:46:48,2025-10-14 04:05:48,19,"F2,F4,F3",1,6,desktop,Chrome,2025-11-03 12:53:08.484132
4106,899,2025-09-08 02:58:29,2025-09-08 03:53:29,55,F1,4,17,tablet,Firefox,2025-11-03 12:53:08.484132
4107,382,2025-05-26 03:55:26,2025-05-26 04:44:26,49,F2,1,2,tablet,Edge,2025-11-03 12:53:08.484132
4108,260,2025-09-19 16:31:28,2025-09-19 17:30:28,59,"F2,F3,F4,F1",5,20,desktop,Safari,2025-11-03 12:53:08.484132
4109,458,2025-07-18 00:19:09,2025-07-18 01:16:09,57,"F1,F2,F3",5,13,tablet,Firefox,2025-11-03 12:53:08.484132
4110,979,2025-08-14 19:41:35,2025-08-14 21:10:35,89,"F3,F5,F1,F2",2,19,desktop,Safari,2025-11-03 12:53:08.484132
4111,561,2025-07-15 09:10:57,2025-07-15 09:22:57,12,"F1,F3,F2,F4",5,1,mobile,Safari,2025-11-03 12:53:08.484132
4112,114,2025-05-21 06:03:28,2025-05-21 07:03:28,60,"F2,F5",4,15,desktop,Firefox,2025-11-03 12:53:08.484132
4113,681,2025-08-25 12:44:40,2025-08-25 13:43:40,59,"F2,F3,F5,F1",4,3,tablet,Safari,2025-11-03 12:53:08.484132
4114,279,2025-05-31 19:47:22,2025-05-31 20:44:22,57,"F2,F4,F3,F5",4,18,desktop,Safari,2025-11-03 12:53:08.484132
4115,500,2025-08-13 20:54:18,2025-08-13 22:05:18,71,"F5,F2,F3,F4",4,16,tablet,Safari,2025-11-03 12:53:08.484132
4116,86,2025-05-19 18:25:30,2025-05-19 19:53:30,88,"F1,F4,F2",2,2,desktop,Firefox,2025-11-03 12:53:08.484132
4117,163,2025-06-02 08:25:57,2025-06-02 09:22:57,57,"F4,F5,F2,F1",2,9,tablet,Firefox,2025-11-03 12:53:08.484132
4118,577,2025-07-08 18:26:07,2025-07-08 19:29:07,63,"F2,F4,F3,F1",4,16,mobile,Safari,2025-11-03 12:53:08.484132
4119,109,2025-10-29 02:08:02,2025-10-29 02:15:02,7,F4,0,15,desktop,Safari,2025-11-03 12:53:08.484132
4120,765,2025-07-11 07:41:35,2025-07-11 08:33:35,52,"F5,F4",1,1,mobile,Firefox,2025-11-03 12:53:08.484132
4121,47,2025-05-14 14:58:17,2025-05-14 15:31:17,33,"F3,F1,F5,F4",1,15,tablet,Edge,2025-11-03 12:53:08.484132
4122,252,2025-06-29 08:19:36,2025-06-29 08:47:36,28,"F4,F1",1,16,tablet,Safari,2025-11-03 12:53:08.484132
4123,240,2025-06-16 00:17:09,2025-06-16 00:45:09,28,"F2,F1,F4,F3",5,19,tablet,Edge,2025-11-03 12:53:08.484132
4124,905,2025-08-04 07:09:14,2025-08-04 07:52:14,43,"F1,F3",2,12,mobile,Edge,2025-11-03 12:53:08.484132
4125,403,2025-09-27 02:58:26,2025-09-27 03:36:26,38,"F5,F1",1,15,mobile,Edge,2025-11-03 12:53:08.484132
4126,592,2025-06-17 07:52:39,2025-06-17 08:08:39,16,"F1,F4,F2",5,19,tablet,Chrome,2025-11-03 12:53:08.484132
4127,14,2025-08-25 19:27:01,2025-08-25 19:55:01,28,"F4,F5",1,8,desktop,Safari,2025-11-03 12:53:08.484132
4128,37,2025-11-03 02:27:20,2025-11-03 02:37:20,10,"F2,F5,F3",2,7,desktop,Firefox,2025-11-03 12:53:08.484132
4129,748,2025-10-15 09:06:23,2025-10-15 10:12:23,66,"F1,F2",3,1,tablet,Chrome,2025-11-03 12:53:08.484132
4130,199,2025-07-01 07:03:59,2025-07-01 08:27:59,84,"F2,F1,F5",0,4,tablet,Firefox,2025-11-03 12:53:08.484132
4131,666,2025-07-29 03:56:22,2025-07-29 04:03:22,7,"F3,F4,F5",0,8,mobile,Edge,2025-11-03 12:53:08.484132
4132,559,2025-05-06 13:31:14,2025-05-06 14:19:14,48,"F4,F5,F1",4,17,desktop,Safari,2025-11-03 12:53:08.484132
4133,156,2025-09-12 17:00:59,2025-09-12 17:42:59,42,"F3,F4,F2,F1",2,20,tablet,Edge,2025-11-03 12:53:08.484132
4134,311,2025-08-02 02:08:41,2025-08-02 02:43:41,35,"F5,F1,F4,F2",3,2,mobile,Firefox,2025-11-03 12:53:08.484132
4135,203,2025-08-05 17:32:10,2025-08-05 18:19:10,47,"F1,F4,F2",4,16,mobile,Chrome,2025-11-03 12:53:08.484132
4136,24,2025-08-09 04:14:52,2025-08-09 05:33:52,79,F5,2,12,desktop,Edge,2025-11-03 12:53:08.484132
4137,652,2025-06-15 05:08:41,2025-06-15 06:20:41,72,"F1,F3,F4,F5",1,8,desktop,Edge,2025-11-03 12:53:08.484132
4138,219,2025-05-17 06:11:38,2025-05-17 06:46:38,35,"F5,F2",2,9,desktop,Firefox,2025-11-03 12:53:08.484132
4139,180,2025-06-01 07:58:57,2025-06-01 08:07:57,9,"F2,F4,F3,F1",5,8,mobile,Safari,2025-11-03 12:53:08.484132
4140,577,2025-07-21 22:51:07,2025-07-22 00:06:07,75,"F3,F4,F2,F5",4,2,mobile,Chrome,2025-11-03 12:53:08.484132
4141,883,2025-05-24 15:58:59,2025-05-24 16:43:59,45,F2,1,4,tablet,Edge,2025-11-03 12:53:08.484132
4142,137,2025-09-02 17:19:57,2025-09-02 18:30:57,71,"F3,F2,F5",2,10,desktop,Firefox,2025-11-03 12:53:08.484132
4143,793,2025-08-23 09:44:20,2025-08-23 11:12:20,88,"F3,F5,F4",4,6,tablet,Edge,2025-11-03 12:53:08.484132
4144,471,2025-10-09 12:09:00,2025-10-09 12:46:00,37,"F2,F4,F1",3,8,mobile,Chrome,2025-11-03 12:53:08.484132
4145,694,2025-06-04 07:57:44,2025-06-04 09:03:44,66,"F1,F4,F5",0,8,mobile,Safari,2025-11-03 12:53:08.484132
4146,638,2025-09-29 03:57:38,2025-09-29 04:59:38,62,F5,4,15,tablet,Edge,2025-11-03 12:53:08.484132
4147,64,2025-09-13 02:33:41,2025-09-13 03:37:41,64,"F4,F5,F3,F2",5,18,desktop,Firefox,2025-11-03 12:53:08.484132
4148,509,2025-10-14 07:45:36,2025-10-14 07:55:36,10,"F2,F3,F1,F4",5,12,tablet,Safari,2025-11-03 12:53:08.484132
4149,702,2025-06-26 13:40:57,2025-06-26 14:13:57,33,"F2,F4,F1",3,12,desktop,Edge,2025-11-03 12:53:08.484132
4150,598,2025-07-12 10:43:37,2025-07-12 10:55:37,12,"F2,F4",3,1,mobile,Safari,2025-11-03 12:53:08.484132
4151,94,2025-05-22 16:19:39,2025-05-22 17:38:39,79,"F1,F5,F4,F2",5,10,mobile,Chrome,2025-11-03 12:53:08.484132
4152,714,2025-08-15 13:51:33,2025-08-15 14:18:33,27,"F5,F4,F2,F3",3,9,desktop,Firefox,2025-11-03 12:53:08.484132
4153,259,2025-11-02 12:25:29,2025-11-02 13:10:29,45,"F1,F3,F4",4,9,tablet,Firefox,2025-11-03 12:53:08.484132
4154,592,2025-10-15 21:01:48,2025-10-15 21:25:48,24,"F3,F1,F4",5,8,mobile,Safari,2025-11-03 12:53:08.484132
4155,660,2025-09-13 10:17:53,2025-09-13 10:27:53,10,"F2,F5,F4,F3",3,9,tablet,Chrome,2025-11-03 12:53:08.484132
4156,406,2025-10-22 04:00:08,2025-10-22 04:40:08,40,F2,4,7,tablet,Safari,2025-11-03 12:53:08.484132
4157,395,2025-07-23 22:08:42,2025-07-23 23:00:42,52,"F3,F4",0,9,desktop,Safari,2025-11-03 12:53:08.484132
4158,604,2025-06-28 00:08:30,2025-06-28 00:57:30,49,F3,5,3,mobile,Chrome,2025-11-03 12:53:08.484132
4159,337,2025-07-25 13:13:28,2025-07-25 14:23:28,70,"F3,F5",3,14,desktop,Safari,2025-11-03 12:53:08.484132
4160,1,2025-05-28 18:19:38,2025-05-28 19:49:38,90,"F3,F5",4,5,tablet,Safari,2025-11-03 12:53:08.484132
4161,235,2025-08-30 21:04:38,2025-08-30 21:35:38,31,"F5,F2",2,15,mobile,Safari,2025-11-03 12:53:08.484132
4162,53,2025-09-29 14:57:49,2025-09-29 15:56:49,59,"F3,F4,F1,F2",0,13,desktop,Safari,2025-11-03 12:53:08.484132
4163,931,2025-06-27 02:26:46,2025-06-27 03:39:46,73,F3,1,5,tablet,Safari,2025-11-03 12:53:08.484132
4164,534,2025-10-24 22:21:53,2025-10-24 23:24:53,63,"F3,F2,F4",1,6,mobile,Safari,2025-11-03 12:53:08.484132
4165,582,2025-08-10 22:25:50,2025-08-10 23:15:50,50,"F2,F3,F1,F5",0,10,desktop,Chrome,2025-11-03 12:53:08.484132
4166,56,2025-07-22 09:44:25,2025-07-22 10:20:25,36,"F3,F4",4,12,tablet,Firefox,2025-11-03 12:53:08.484132
4167,750,2025-10-28 22:55:01,2025-10-28 23:57:01,62,F3,3,17,desktop,Chrome,2025-11-03 12:53:08.484132
4168,941,2025-06-09 21:25:20,2025-06-09 22:44:20,79,"F3,F2,F4,F1",3,1,desktop,Safari,2025-11-03 12:53:08.484132
4169,927,2025-06-03 11:11:26,2025-06-03 11:26:26,15,F5,2,17,desktop,Firefox,2025-11-03 12:53:08.484132
4170,938,2025-08-04 20:19:37,2025-08-04 20:38:37,19,"F2,F5",2,10,tablet,Edge,2025-11-03 12:53:08.484132
4171,165,2025-07-26 03:30:12,2025-07-26 04:59:12,89,"F2,F5,F4",1,19,tablet,Safari,2025-11-03 12:53:08.484132
4172,296,2025-10-03 19:29:04,2025-10-03 20:53:04,84,"F2,F5",5,11,desktop,Safari,2025-11-03 12:53:08.484132
4173,240,2025-08-12 15:36:50,2025-08-12 15:50:50,14,"F5,F3,F2",5,10,mobile,Chrome,2025-11-03 12:53:08.484132
4174,188,2025-10-14 11:10:03,2025-10-14 12:28:03,78,"F3,F1",2,12,desktop,Chrome,2025-11-03 12:53:08.484132
4175,114,2025-09-13 03:19:19,2025-09-13 03:28:19,9,"F3,F2,F5,F1",2,2,desktop,Firefox,2025-11-03 12:53:08.484132
4176,923,2025-05-23 01:35:50,2025-05-23 01:54:50,19,"F5,F4",2,6,mobile,Firefox,2025-11-03 12:53:08.484132
4177,253,2025-05-12 16:28:17,2025-05-12 16:35:17,7,"F2,F4,F5,F3",2,19,tablet,Chrome,2025-11-03 12:53:08.484132
4178,49,2025-07-03 05:01:55,2025-07-03 06:05:55,64,"F1,F4",4,14,tablet,Edge,2025-11-03 12:53:08.484132
4179,210,2025-07-25 10:12:01,2025-07-25 11:31:01,79,"F2,F1,F3",3,1,mobile,Edge,2025-11-03 12:53:08.484132
4180,34,2025-10-20 16:01:58,2025-10-20 16:55:58,54,"F2,F1,F4",4,5,tablet,Safari,2025-11-03 12:53:08.484132
4181,422,2025-07-18 14:25:19,2025-07-18 14:39:19,14,"F5,F4,F1,F3",2,17,tablet,Safari,2025-11-03 12:53:08.484132
4182,982,2025-08-08 00:04:23,2025-08-08 01:06:23,62,"F1,F3,F4,F5",4,8,tablet,Firefox,2025-11-03 12:53:08.484132
4183,950,2025-07-17 23:58:59,2025-07-18 00:15:59,17,F5,2,17,tablet,Safari,2025-11-03 12:53:08.484132
4184,596,2025-11-01 15:59:14,2025-11-01 16:35:14,36,"F5,F1",4,13,tablet,Safari,2025-11-03 12:53:08.484132
4185,992,2025-08-29 03:02:46,2025-08-29 04:23:46,81,F5,1,8,desktop,Firefox,2025-11-03 12:53:08.484132
4186,574,2025-07-05 19:38:43,2025-07-05 20:14:43,36,"F3,F1,F4,F5",3,7,desktop,Edge,2025-11-03 12:53:08.484132
4187,668,2025-09-28 14:35:54,2025-09-28 14:51:54,16,"F5,F2,F3,F4",3,10,desktop,Firefox,2025-11-03 12:53:08.484132
4188,398,2025-08-02 05:39:44,2025-08-02 06:26:44,47,"F3,F4,F2,F1",0,15,tablet,Safari,2025-11-03 12:53:08.484132
4189,924,2025-07-06 02:39:09,2025-07-06 03:06:09,27,"F1,F3",4,6,mobile,Chrome,2025-11-03 12:53:08.484132
4190,950,2025-10-12 07:43:39,2025-10-12 08:24:39,41,"F2,F3",4,16,tablet,Firefox,2025-11-03 12:53:08.484132
4191,138,2025-07-22 04:28:44,2025-07-22 04:47:44,19,F5,1,3,desktop,Firefox,2025-11-03 12:53:08.484132
4192,501,2025-06-06 14:05:00,2025-06-06 15:29:00,84,F5,1,18,tablet,Chrome,2025-11-03 12:53:08.484132
4193,788,2025-08-13 05:23:03,2025-08-13 05:42:03,19,"F4,F3,F1,F5",1,16,desktop,Firefox,2025-11-03 12:53:08.484132
4194,815,2025-06-19 10:28:42,2025-06-19 11:24:42,56,"F1,F2,F3,F5",3,8,tablet,Safari,2025-11-03 12:53:08.484132
4195,280,2025-10-14 03:54:57,2025-10-14 04:29:57,35,"F3,F2,F1",1,5,mobile,Safari,2025-11-03 12:53:08.484132
4196,23,2025-09-05 16:50:11,2025-09-05 17:45:11,55,"F5,F2,F1,F3",2,6,tablet,Edge,2025-11-03 12:53:08.484132
4197,321,2025-06-12 00:08:09,2025-06-12 01:10:09,62,"F3,F1,F2",3,10,mobile,Edge,2025-11-03 12:53:08.484132
4198,339,2025-05-09 20:07:25,2025-05-09 20:13:25,6,"F1,F2",0,14,desktop,Firefox,2025-11-03 12:53:08.484132
4199,245,2025-05-17 01:56:14,2025-05-17 02:14:14,18,"F3,F2,F4,F5",1,16,mobile,Firefox,2025-11-03 12:53:08.484132
4200,958,2025-05-17 01:28:17,2025-05-17 01:39:17,11,"F1,F4,F5,F3",4,18,desktop,Edge,2025-11-03 12:53:08.484132
4201,599,2025-07-06 00:37:12,2025-07-06 00:46:12,9,F4,0,1,desktop,Edge,2025-11-03 12:53:08.484132
4202,197,2025-06-12 21:41:06,2025-06-12 22:19:06,38,F1,5,20,desktop,Chrome,2025-11-03 12:53:08.484132
4203,359,2025-05-15 01:26:31,2025-05-15 02:02:31,36,F4,4,6,desktop,Edge,2025-11-03 12:53:08.484132
4204,396,2025-10-30 02:23:30,2025-10-30 03:07:30,44,"F2,F1,F5,F3",1,5,mobile,Chrome,2025-11-03 12:53:08.484132
4205,738,2025-10-01 19:08:17,2025-10-01 20:19:17,71,F3,5,20,mobile,Safari,2025-11-03 12:53:08.484132
4206,989,2025-07-21 22:31:09,2025-07-21 23:24:09,53,"F4,F3,F5,F2",2,19,mobile,Edge,2025-11-03 12:53:08.484132
4207,554,2025-08-05 17:15:05,2025-08-05 17:56:05,41,"F5,F2,F4",5,14,mobile,Chrome,2025-11-03 12:53:08.484132
4208,652,2025-07-13 16:32:12,2025-07-13 17:52:12,80,"F2,F4,F1",4,19,tablet,Safari,2025-11-03 12:53:08.484132
4209,967,2025-07-23 16:24:49,2025-07-23 17:27:49,63,"F3,F4,F5",4,9,desktop,Chrome,2025-11-03 12:53:08.484132
4210,223,2025-10-19 07:38:37,2025-10-19 08:54:37,76,"F2,F5,F3",3,18,tablet,Chrome,2025-11-03 12:53:08.484132
4211,956,2025-07-14 16:53:32,2025-07-14 18:17:32,84,F2,5,10,mobile,Edge,2025-11-03 12:53:08.484132
4212,614,2025-06-26 00:14:04,2025-06-26 01:34:04,80,F4,5,18,mobile,Firefox,2025-11-03 12:53:08.484132
4213,665,2025-07-21 12:20:19,2025-07-21 12:59:19,39,"F3,F1",0,16,desktop,Edge,2025-11-03 12:53:08.484132
4214,181,2025-09-27 11:52:21,2025-09-27 13:17:21,85,F1,4,15,desktop,Chrome,2025-11-03 12:53:08.484132
4215,106,2025-08-14 19:42:25,2025-08-14 20:45:25,63,"F4,F5",1,9,desktop,Firefox,2025-11-03 12:53:08.484132
4216,862,2025-08-16 10:38:29,2025-08-16 11:37:29,59,"F5,F4,F1",5,17,tablet,Edge,2025-11-03 12:53:08.484132
4217,408,2025-07-03 15:02:45,2025-07-03 16:10:45,68,F3,2,20,tablet,Firefox,2025-11-03 12:53:08.484132
4218,746,2025-05-05 20:23:30,2025-05-05 20:33:30,10,"F5,F4",2,9,tablet,Safari,2025-11-03 12:53:08.484132
4219,1,2025-08-30 05:53:18,2025-08-30 06:34:18,41,F4,0,4,desktop,Safari,2025-11-03 12:53:08.484132
4220,272,2025-06-19 14:19:05,2025-06-19 15:21:05,62,F4,3,4,mobile,Firefox,2025-11-03 12:53:08.484132
4221,160,2025-10-28 00:47:18,2025-10-28 01:26:18,39,"F5,F3",0,14,tablet,Chrome,2025-11-03 12:53:08.484132
4222,154,2025-06-03 00:14:40,2025-06-03 01:34:40,80,"F5,F4,F1",4,7,tablet,Firefox,2025-11-03 12:53:08.484132
4223,665,2025-09-28 07:19:09,2025-09-28 08:35:09,76,"F4,F2,F1",3,3,mobile,Safari,2025-11-03 12:53:08.484132
4224,189,2025-09-02 18:55:04,2025-09-02 19:36:04,41,"F4,F5,F1,F2",4,10,mobile,Chrome,2025-11-03 12:53:08.484132
4225,293,2025-06-06 14:09:10,2025-06-06 15:36:10,87,F2,3,5,desktop,Safari,2025-11-03 12:53:08.484132
4226,635,2025-05-29 07:42:59,2025-05-29 07:49:59,7,F3,5,16,mobile,Firefox,2025-11-03 12:53:08.484132
4227,892,2025-08-23 19:29:39,2025-08-23 19:54:39,25,"F3,F4,F5",0,5,tablet,Safari,2025-11-03 12:53:08.484132
4228,8,2025-07-31 00:03:36,2025-07-31 01:08:36,65,"F1,F3",0,15,tablet,Chrome,2025-11-03 12:53:08.484132
4229,371,2025-08-21 19:16:58,2025-08-21 19:39:58,23,"F4,F2",4,18,desktop,Chrome,2025-11-03 12:53:08.484132
4230,192,2025-10-07 09:14:06,2025-10-07 09:50:06,36,"F5,F3,F4,F2",1,7,tablet,Firefox,2025-11-03 12:53:08.484132
4231,804,2025-10-17 10:03:23,2025-10-17 10:20:23,17,"F4,F3",0,9,desktop,Chrome,2025-11-03 12:53:08.484132
4232,675,2025-05-05 22:53:19,2025-05-05 23:59:19,66,"F3,F2,F5",4,14,tablet,Firefox,2025-11-03 12:53:08.484132
4233,536,2025-05-11 07:04:56,2025-05-11 08:29:56,85,"F5,F3,F2,F4",3,3,tablet,Safari,2025-11-03 12:53:08.484132
4234,692,2025-06-03 09:51:13,2025-06-03 10:05:13,14,F3,3,4,desktop,Firefox,2025-11-03 12:53:08.484132
4235,837,2025-10-13 01:39:25,2025-10-13 02:25:25,46,F5,2,20,mobile,Chrome,2025-11-03 12:53:08.484132
4236,906,2025-10-12 03:22:53,2025-10-12 03:33:53,11,"F3,F5",1,15,desktop,Firefox,2025-11-03 12:53:08.484132
4237,922,2025-07-03 01:22:32,2025-07-03 02:34:32,72,F3,5,16,tablet,Chrome,2025-11-03 12:53:08.484132
4238,853,2025-08-17 12:13:44,2025-08-17 12:20:44,7,"F1,F2",1,8,desktop,Edge,2025-11-03 12:53:08.484132
4239,929,2025-07-21 13:12:12,2025-07-21 13:49:12,37,"F4,F2",1,10,mobile,Edge,2025-11-03 12:53:08.484132
4240,976,2025-09-08 22:55:45,2025-09-08 23:04:45,9,F2,0,15,desktop,Chrome,2025-11-03 12:53:08.484132
4241,618,2025-07-04 12:00:02,2025-07-04 12:11:02,11,"F4,F3,F5",5,9,mobile,Firefox,2025-11-03 12:53:08.484132
4242,543,2025-05-22 03:49:02,2025-05-22 04:14:02,25,"F1,F4,F2,F5",5,19,tablet,Edge,2025-11-03 12:53:08.484132
4243,483,2025-05-07 16:53:24,2025-05-07 17:24:24,31,"F1,F2",5,11,tablet,Safari,2025-11-03 12:53:08.484132
4244,477,2025-09-20 06:50:12,2025-09-20 07:24:12,34,"F4,F3",4,5,desktop,Edge,2025-11-03 12:53:08.484132
4245,970,2025-06-19 23:16:10,2025-06-20 00:15:10,59,"F5,F4",3,4,mobile,Safari,2025-11-03 12:53:08.484132
4246,176,2025-10-10 10:10:13,2025-10-10 10:21:13,11,"F1,F2",0,13,tablet,Chrome,2025-11-03 12:53:08.484132
4247,928,2025-08-20 13:21:34,2025-08-20 14:09:34,48,"F1,F2,F3",0,15,desktop,Edge,2025-11-03 12:53:08.484132
4248,160,2025-08-10 05:32:22,2025-08-10 07:01:22,89,"F5,F2",5,2,desktop,Firefox,2025-11-03 12:53:08.484132
4249,152,2025-08-28 14:44:47,2025-08-28 15:48:47,64,"F4,F2",0,16,tablet,Safari,2025-11-03 12:53:08.484132
4250,249,2025-09-25 20:12:08,2025-09-25 20:37:08,25,F1,2,6,tablet,Safari,2025-11-03 12:53:08.484132
4251,127,2025-07-16 07:44:36,2025-07-16 08:34:36,50,"F2,F3",5,9,desktop,Safari,2025-11-03 12:53:08.484132
4252,620,2025-07-31 20:32:10,2025-07-31 20:41:10,9,"F3,F2,F5",5,12,desktop,Chrome,2025-11-03 12:53:08.484132
4253,802,2025-05-27 22:14:28,2025-05-27 23:31:28,77,"F3,F1,F2,F4",4,2,tablet,Chrome,2025-11-03 12:53:08.484132
4254,442,2025-10-06 03:07:56,2025-10-06 04:16:56,69,"F5,F1,F2",3,3,tablet,Firefox,2025-11-03 12:53:08.484132
4255,909,2025-10-15 12:54:53,2025-10-15 14:11:53,77,"F1,F4,F3,F2",4,16,mobile,Firefox,2025-11-03 12:53:08.484132
4256,333,2025-08-18 09:47:54,2025-08-18 10:07:54,20,"F3,F4,F2",3,16,mobile,Edge,2025-11-03 12:53:08.484132
4257,984,2025-10-03 14:53:51,2025-10-03 15:13:51,20,"F3,F5,F1,F2",0,9,mobile,Edge,2025-11-03 12:53:08.484132
4258,418,2025-08-31 08:31:26,2025-08-31 08:50:26,19,"F5,F2,F4,F1",5,3,mobile,Chrome,2025-11-03 12:53:08.484132
4259,677,2025-07-24 02:31:37,2025-07-24 03:31:37,60,"F2,F1,F5,F3",0,20,desktop,Safari,2025-11-03 12:53:08.484132
4260,172,2025-10-31 01:40:12,2025-10-31 02:28:12,48,"F1,F2,F3",3,4,desktop,Chrome,2025-11-03 12:53:08.484132
4261,697,2025-07-24 14:55:05,2025-07-24 15:17:05,22,"F2,F3,F1",2,10,desktop,Safari,2025-11-03 12:53:08.484132
4262,381,2025-06-26 08:57:42,2025-06-26 09:19:42,22,"F5,F2",3,7,mobile,Edge,2025-11-03 12:53:08.484132
4263,502,2025-08-12 13:47:59,2025-08-12 14:57:59,70,F2,4,6,mobile,Chrome,2025-11-03 12:53:08.484132
4264,164,2025-09-03 16:09:20,2025-09-03 17:04:20,55,"F3,F2,F5",3,16,desktop,Firefox,2025-11-03 12:53:08.484132
